* Measurement data measured by REW V5.40 beta 55
* Source: Frequency response averaged data
* Format: Averaged data produced from the rms magnitudes of Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12
* Dated: Jan 12, 2025 9:03:18 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from the rms magnitudes of Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12
* Measurement: Left Ear
* Smoothing: 1/12 octave
* Frequency Step: 0.36621094 Hz
* Start Frequency: 20.0 Hz
*
* Freq(Hz), SPL(dB)
274.291992, 80.955
274.658203, 80.953
275.024414, 80.950
275.390625, 80.948
275.756836, 80.946
276.123047, 80.943
276.489258, 80.941
276.855469, 80.938
277.221680, 80.936
277.587891, 80.934
277.954102, 80.931
278.320312, 80.929
278.686523, 80.926
279.052734, 80.924
279.418945, 80.922
279.785156, 80.919
280.151367, 80.917
280.517578, 80.914
280.883789, 80.912
281.250000, 80.909
281.616211, 80.907
281.982422, 80.904
282.348633, 80.902
282.714844, 80.899
283.081055, 80.897
283.447266, 80.894
283.813477, 80.892
284.179688, 80.889
284.545898, 80.887
284.912109, 80.884
285.278320, 80.882
285.644531, 80.879
286.010742, 80.877
286.376953, 80.874
286.743164, 80.871
287.109375, 80.869
287.475586, 80.866
287.841797, 80.864
288.208008, 80.861
288.574219, 80.859
288.940430, 80.856
289.306641, 80.854
289.672852, 80.851
290.039062, 80.849
290.405273, 80.846
290.771484, 80.844
291.137695, 80.841
291.503906, 80.839
291.870117, 80.836
292.236328, 80.834
292.602539, 80.831
292.968750, 80.829
293.334961, 80.826
293.701172, 80.824
294.067383, 80.821
294.433594, 80.819
294.799805, 80.817
295.166016, 80.814
295.532227, 80.812
295.898438, 80.809
296.264648, 80.807
296.630859, 80.805
296.997070, 80.803
297.363281, 80.800
297.729492, 80.798
298.095703, 80.796
298.461914, 80.794
298.828125, 80.791
299.194336, 80.789
299.560547, 80.787
299.926758, 80.785
300.292969, 80.783
300.659180, 80.781
301.025391, 80.779
301.391602, 80.777
301.757812, 80.775
302.124023, 80.773
302.490234, 80.771
302.856445, 80.769
303.222656, 80.767
303.588867, 80.765
303.955078, 80.763
304.321289, 80.761
304.687500, 80.759
305.053711, 80.757
305.419922, 80.755
305.786133, 80.754
306.152344, 80.752
306.518555, 80.750
306.884766, 80.748
307.250977, 80.747
307.617188, 80.745
307.983398, 80.743
308.349609, 80.741
308.715820, 80.740
309.082031, 80.738
309.448242, 80.736
309.814453, 80.734
310.180664, 80.733
310.546875, 80.731
310.913086, 80.729
311.279297, 80.728
311.645508, 80.726
312.011719, 80.725
312.377930, 80.723
312.744141, 80.721
313.110352, 80.720
313.476562, 80.718
313.842773, 80.716
314.208984, 80.715
314.575195, 80.713
314.941406, 80.711
315.307617, 80.710
315.673828, 80.708
316.040039, 80.706
316.406250, 80.705
316.772461, 80.703
317.138672, 80.701
317.504883, 80.700
317.871094, 80.698
318.237305, 80.696
318.603516, 80.695
318.969727, 80.693
319.335938, 80.691
319.702148, 80.690
320.068359, 80.688
320.434570, 80.686
320.800781, 80.685
321.166992, 80.683
321.533203, 80.682
321.899414, 80.680
322.265625, 80.678
322.631836, 80.677
322.998047, 80.675
323.364258, 80.673
323.730469, 80.672
324.096680, 80.670
324.462891, 80.669
324.829102, 80.667
325.195312, 80.665
325.561523, 80.664
325.927734, 80.662
326.293945, 80.661
326.660156, 80.659
327.026367, 80.658
327.392578, 80.656
327.758789, 80.655
328.125000, 80.653
328.491211, 80.652
328.857422, 80.650
329.223633, 80.649
329.589844, 80.647
329.956055, 80.646
330.322266, 80.644
330.688477, 80.643
331.054688, 80.641
331.420898, 80.640
331.787109, 80.639
332.153320, 80.637
332.519531, 80.636
332.885742, 80.634
333.251953, 80.633
333.618164, 80.631
333.984375, 80.630
334.350586, 80.629
334.716797, 80.627
335.083008, 80.626
335.449219, 80.624
335.815430, 80.623
336.181641, 80.622
336.547852, 80.620
336.914062, 80.619
337.280273, 80.617
337.646484, 80.616
338.012695, 80.615
338.378906, 80.613
338.745117, 80.612
339.111328, 80.611
339.477539, 80.609
339.843750, 80.608
340.209961, 80.607
340.576172, 80.605
340.942383, 80.604
341.308594, 80.603
341.674805, 80.602
342.041016, 80.600
342.407227, 80.599
342.773438, 80.598
343.139648, 80.596
343.505859, 80.595
343.872070, 80.594
344.238281, 80.593
344.604492, 80.591
344.970703, 80.590
345.336914, 80.589
345.703125, 80.588
346.069336, 80.587
346.435547, 80.585
346.801758, 80.584
347.167969, 80.583
347.534180, 80.582
347.900391, 80.581
348.266602, 80.580
348.632812, 80.578
348.999023, 80.577
349.365234, 80.576
349.731445, 80.575
350.097656, 80.574
350.463867, 80.573
350.830078, 80.572
351.196289, 80.570
351.562500, 80.569
351.928711, 80.568
352.294922, 80.567
352.661133, 80.566
353.027344, 80.565
353.393555, 80.564
353.759766, 80.563
354.125977, 80.562
354.492188, 80.561
354.858398, 80.560
355.224609, 80.559
355.590820, 80.557
355.957031, 80.556
356.323242, 80.555
356.689453, 80.554
357.055664, 80.553
357.421875, 80.552
357.788086, 80.551
358.154297, 80.550
358.520508, 80.549
358.886719, 80.548
359.252930, 80.547
359.619141, 80.546
359.985352, 80.545
360.351562, 80.545
360.717773, 80.544
361.083984, 80.543
361.450195, 80.542
361.816406, 80.541
362.182617, 80.540
362.548828, 80.539
362.915039, 80.538
363.281250, 80.537
363.647461, 80.536
364.013672, 80.535
364.379883, 80.535
364.746094, 80.534
365.112305, 80.533
365.478516, 80.532
365.844727, 80.531
366.210938, 80.530
366.577148, 80.530
366.943359, 80.529
367.309570, 80.528
367.675781, 80.527
368.041992, 80.526
368.408203, 80.526
368.774414, 80.525
369.140625, 80.524
369.506836, 80.523
369.873047, 80.523
370.239258, 80.522
370.605469, 80.521
370.971680, 80.520
371.337891, 80.520
371.704102, 80.519
372.070312, 80.518
372.436523, 80.518
372.802734, 80.517
373.168945, 80.516
373.535156, 80.516
373.901367, 80.515
374.267578, 80.514
374.633789, 80.514
375.000000, 80.513
375.366211, 80.512
375.732422, 80.512
376.098633, 80.511
376.464844, 80.511
376.831055, 80.510
377.197266, 80.509
377.563477, 80.509
377.929688, 80.508
378.295898, 80.508
378.662109, 80.507
379.028320, 80.506
379.394531, 80.506
379.760742, 80.505
380.126953, 80.505
380.493164, 80.504
380.859375, 80.504
381.225586, 80.503
381.591797, 80.503
381.958008, 80.502
382.324219, 80.501
382.690430, 80.501
383.056641, 80.500
383.422852, 80.500
383.789062, 80.499
384.155273, 80.499
384.521484, 80.498
384.887695, 80.498
385.253906, 80.497
385.620117, 80.497
385.986328, 80.496
386.352539, 80.496
386.718750, 80.495
387.084961, 80.495
387.451172, 80.494
387.817383, 80.494
388.183594, 80.494
388.549805, 80.493
388.916016, 80.493
389.282227, 80.492
389.648438, 80.492
390.014648, 80.491
390.380859, 80.491
390.747070, 80.490
391.113281, 80.490
391.479492, 80.490
391.845703, 80.489
392.211914, 80.489
392.578125, 80.488
392.944336, 80.488
393.310547, 80.487
393.676758, 80.487
394.042969, 80.487
394.409180, 80.486
394.775391, 80.486
395.141602, 80.485
395.507812, 80.485
395.874023, 80.484
396.240234, 80.484
396.606445, 80.484
396.972656, 80.483
397.338867, 80.483
397.705078, 80.482
398.071289, 80.482
398.437500, 80.482
398.803711, 80.481
399.169922, 80.481
399.536133, 80.480
399.902344, 80.480
400.268555, 80.480
400.634766, 80.479
401.000977, 80.479
401.367188, 80.478
401.733398, 80.478
402.099609, 80.478
402.465820, 80.477
402.832031, 80.477
403.198242, 80.476
403.564453, 80.476
403.930664, 80.476
404.296875, 80.475
404.663086, 80.475
405.029297, 80.474
405.395508, 80.474
405.761719, 80.474
406.127930, 80.473
406.494141, 80.473
406.860352, 80.473
407.226562, 80.472
407.592773, 80.472
407.958984, 80.471
408.325195, 80.471
408.691406, 80.471
409.057617, 80.470
409.423828, 80.470
409.790039, 80.469
410.156250, 80.469
410.522461, 80.469
410.888672, 80.468
411.254883, 80.468
411.621094, 80.467
411.987305, 80.467
412.353516, 80.466
412.719727, 80.466
413.085938, 80.466
413.452148, 80.465
413.818359, 80.465
414.184570, 80.464
414.550781, 80.464
414.916992, 80.463
415.283203, 80.463
415.649414, 80.463
416.015625, 80.462
416.381836, 80.462
416.748047, 80.461
417.114258, 80.461
417.480469, 80.460
417.846680, 80.460
418.212891, 80.459
418.579102, 80.459
418.945312, 80.458
419.311523, 80.458
419.677734, 80.457
420.043945, 80.457
420.410156, 80.456
420.776367, 80.456
421.142578, 80.455
421.508789, 80.455
421.875000, 80.454
422.241211, 80.454
422.607422, 80.453
422.973633, 80.453
423.339844, 80.452
423.706055, 80.452
424.072266, 80.451
424.438477, 80.450
424.804688, 80.450
425.170898, 80.449
425.537109, 80.449
425.903320, 80.448
426.269531, 80.448
426.635742, 80.447
427.001953, 80.447
427.368164, 80.446
427.734375, 80.445
428.100586, 80.445
428.466797, 80.444
428.833008, 80.444
429.199219, 80.443
429.565430, 80.443
429.931641, 80.442
430.297852, 80.441
430.664062, 80.441
431.030273, 80.440
431.396484, 80.440
431.762695, 80.439
432.128906, 80.438
432.495117, 80.438
432.861328, 80.437
433.227539, 80.436
433.593750, 80.436
433.959961, 80.435
434.326172, 80.435
434.692383, 80.434
435.058594, 80.433
435.424805, 80.433
435.791016, 80.432
436.157227, 80.431
436.523438, 80.431
436.889648, 80.430
437.255859, 80.429
437.622070, 80.429
437.988281, 80.428
438.354492, 80.427
438.720703, 80.427
439.086914, 80.426
439.453125, 80.425
439.819336, 80.425
440.185547, 80.424
440.551758, 80.423
440.917969, 80.422
441.284180, 80.422
441.650391, 80.421
442.016602, 80.420
442.382812, 80.420
442.749023, 80.419
443.115234, 80.418
443.481445, 80.417
443.847656, 80.417
444.213867, 80.416
444.580078, 80.415
444.946289, 80.415
445.312500, 80.414
445.678711, 80.413
446.044922, 80.412
446.411133, 80.412
446.777344, 80.411
447.143555, 80.410
447.509766, 80.410
447.875977, 80.409
448.242188, 80.408
448.608398, 80.408
448.974609, 80.407
449.340820, 80.406
449.707031, 80.406
450.073242, 80.405
450.439453, 80.404
450.805664, 80.403
451.171875, 80.403
451.538086, 80.402
451.904297, 80.401
452.270508, 80.401
452.636719, 80.400
453.002930, 80.399
453.369141, 80.399
453.735352, 80.398
454.101562, 80.398
454.467773, 80.397
454.833984, 80.396
455.200195, 80.396
455.566406, 80.395
455.932617, 80.394
456.298828, 80.394
456.665039, 80.393
457.031250, 80.393
457.397461, 80.392
457.763672, 80.391
458.129883, 80.391
458.496094, 80.390
458.862305, 80.390
459.228516, 80.389
459.594727, 80.388
459.960938, 80.388
460.327148, 80.387
460.693359, 80.387
461.059570, 80.386
