* Measurement data measured by REW V5.40 beta 55
* Source: Frequency response averaged data
* Format: Averaged data produced from the rms magnitudes of Left 1, Left 2, Left 3, Left 4, Left 5, Left 6, Left 7, Left 8, Left 9, Left 10, Left 11, Left 12, Left 13, Left 14, Left 15, Left 16, Left 17, Left 18, Left 19, Left 20, Left 21, Left 22, Left 23, Left 24, Left 25, Left 26
* Dated: Jan 12, 2025 8:27:52 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Averaged data produced from the rms magnitudes of Left 1, Left 2, Left 3, Left 4, Left 5, Left 6, Left 7, Left 8, Left 9, Left 10, Left 11, Left 12, Left 13, Left 14, Left 15, Left 16, Left 17, Left 18, Left 19, Left 20, Left 21, Left 22, Left 23, Left 24, Left 25, Left 26
* Measurement: Left Ear 25 seats
* Smoothing: 1/12 octave
* Frequency Step: 0.33645633 Hz
* Start Frequency: 20.0 Hz
*
* Freq(Hz), SPL(dB)
383.560215, 92.833
383.896671, 92.830
384.233127, 92.826
384.569584, 92.823
384.906040, 92.819
385.242496, 92.815
385.578953, 92.812
385.915409, 92.808
386.251865, 92.805
386.588322, 92.801
386.924778, 92.797
387.261234, 92.794
387.597691, 92.790
387.934147, 92.787
388.270603, 92.783
388.607060, 92.780
388.943516, 92.776
389.279972, 92.772
389.616429, 92.769
389.952885, 92.765
390.289341, 92.762
390.625798, 92.758
390.962254, 92.755
391.298710, 92.751
391.635167, 92.748
391.971623, 92.744
392.308079, 92.741
392.644536, 92.737
392.980992, 92.734
393.317448, 92.731
393.653905, 92.727
393.990361, 92.724
394.326817, 92.720
394.663274, 92.717
394.999730, 92.713
395.336186, 92.710
395.672643, 92.707
396.009099, 92.703
396.345555, 92.700
396.682012, 92.696
397.018468, 92.693
397.354924, 92.689
397.691381, 92.686
398.027837, 92.683
398.364293, 92.679
398.700750, 92.676
399.037206, 92.673
399.373662, 92.669
399.710119, 92.666
400.046575, 92.662
400.383031, 92.659
400.719488, 92.656
401.055944, 92.652
401.392400, 92.649
401.728857, 92.646
402.065313, 92.642
402.401769, 92.639
402.738226, 92.636
403.074682, 92.632
403.411138, 92.629
403.747595, 92.626
404.084051, 92.622
404.420507, 92.619
404.756963, 92.616
405.093420, 92.612
405.429876, 92.609
405.766332, 92.606
406.102789, 92.602
406.439245, 92.599
406.775701, 92.596
407.112158, 92.592
407.448614, 92.589
407.785070, 92.586
408.121527, 92.582
408.457983, 92.579
408.794439, 92.576
409.130896, 92.572
409.467352, 92.569
409.803808, 92.566
410.140265, 92.562
410.476721, 92.559
410.813177, 92.556
411.149634, 92.553
411.486090, 92.549
411.822546, 92.546
412.159003, 92.543
412.495459, 92.539
412.831915, 92.536
413.168372, 92.533
413.504828, 92.530
413.841284, 92.526
414.177741, 92.523
414.514197, 92.520
414.850653, 92.516
415.187110, 92.513
