* Measurement data measured by REW V5.40 beta 55
* Source: Frequency response averaged data
* Format: Averaged data produced from the rms magnitudes of Left 16, Left 17, Left 18, Left 19, Left 20, Left 21, Left 22, Left 23, Left 24, Left 25, Left 26, Left 27, Left 28, Left 29, Left 30
* Dated: Jan 12, 2025 11:02:31 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Averaged data produced from the rms magnitudes of Left 16, Left 17, Left 18, Left 19, Left 20, Left 21, Left 22, Left 23, Left 24, Left 25, Left 26, Left 27, Left 28, Left 29, Left 30
* Measurement: Left Ear AVG
* Smoothing: 1/12 octave
* Frequency Step: 0.33645633 Hz
* Start Frequency: 20.0 Hz
*
* Freq(Hz), SPL(dB)
218.360157, 87.073
218.696614, 87.079
219.033070, 87.086
219.369526, 87.092
219.705983, 87.098
220.042439, 87.104
220.378895, 87.111
220.715352, 87.117
221.051808, 87.122
221.388264, 87.128
221.724721, 87.134
222.061177, 87.139
222.397633, 87.145
222.734090, 87.150
223.070546, 87.156
223.407002, 87.161
223.743459, 87.166
224.079915, 87.171
224.416371, 87.176
224.752828, 87.181
225.089284, 87.186
225.425740, 87.190
225.762197, 87.195
226.098653, 87.199
226.435109, 87.204
226.771566, 87.208
227.108022, 87.212
227.444478, 87.217
227.780935, 87.221
228.117391, 87.225
228.453847, 87.229
228.790304, 87.233
229.126760, 87.236
229.463216, 87.240
229.799673, 87.244
230.136129, 87.248
230.472585, 87.251
230.809042, 87.255
231.145498, 87.258
231.481954, 87.262
231.818411, 87.265
232.154867, 87.269
232.491323, 87.272
232.827780, 87.275
233.164236, 87.278
233.500692, 87.281
233.837149, 87.285
234.173605, 87.288
234.510061, 87.291
234.846518, 87.294
235.182974, 87.297
235.519430, 87.300
235.855887, 87.303
236.192343, 87.305
236.528799, 87.308
236.865256, 87.311
237.201712, 87.314
237.538168, 87.317
237.874624, 87.319
238.211081, 87.322
238.547537, 87.325
238.883993, 87.327
239.220450, 87.330
239.556906, 87.332
239.893362, 87.335
240.229819, 87.337
240.566275, 87.340
240.902731, 87.342
241.239188, 87.345
241.575644, 87.347
241.912100, 87.350
242.248557, 87.352
242.585013, 87.354
242.921469, 87.357
243.257926, 87.359
243.594382, 87.361
243.930838, 87.364
244.267295, 87.366
244.603751, 87.368
244.940207, 87.371
245.276664, 87.373
245.613120, 87.375
245.949576, 87.377
246.286033, 87.380
246.622489, 87.382
246.958945, 87.384
