* Measurement data measured by REW V5.40 beta 55
* Source: Frequency response averaged data
* Format: Averaged data produced from the rms magnitudes of Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12
* Dated: Jan 12, 2025 9:10:30 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from the rms magnitudes of Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12
* Measurement: right ear
* Smoothing: 1/12 octave
* Frequency Step: 0.36621094 Hz
* Start Frequency: 20.0 Hz
*
* Freq(Hz), SPL(dB)
297.729492, 82.563
298.095703, 82.561
298.461914, 82.559
298.828125, 82.557
299.194336, 82.555
299.560547, 82.553
299.926758, 82.552
300.292969, 82.550
300.659180, 82.548
301.025391, 82.546
301.391602, 82.544
301.757812, 82.542
302.124023, 82.540
302.490234, 82.539
302.856445, 82.537
303.222656, 82.535
303.588867, 82.533
303.955078, 82.531
304.321289, 82.530
304.687500, 82.528
305.053711, 82.526
305.419922, 82.524
305.786133, 82.522
306.152344, 82.521
306.518555, 82.519
306.884766, 82.517
307.250977, 82.515
307.617188, 82.513
307.983398, 82.512
308.349609, 82.510
308.715820, 82.508
309.082031, 82.506
309.448242, 82.504
309.814453, 82.503
310.180664, 82.501
310.546875, 82.499
310.913086, 82.497
311.279297, 82.495
311.645508, 82.493
312.011719, 82.492
312.377930, 82.490
312.744141, 82.488
313.110352, 82.486
313.476562, 82.484
313.842773, 82.483
314.208984, 82.481
314.575195, 82.479
314.941406, 82.477
315.307617, 82.475
315.673828, 82.474
316.040039, 82.472
316.406250, 82.470
316.772461, 82.468
317.138672, 82.467
317.504883, 82.465
317.871094, 82.463
318.237305, 82.461
318.603516, 82.460
318.969727, 82.458
319.335938, 82.456
319.702148, 82.454
320.068359, 82.453
320.434570, 82.451
320.800781, 82.449
321.166992, 82.448
321.533203, 82.446
321.899414, 82.444
322.265625, 82.442
322.631836, 82.441
322.998047, 82.439
323.364258, 82.437
323.730469, 82.436
324.096680, 82.434
324.462891, 82.432
324.829102, 82.431
325.195312, 82.429
325.561523, 82.427
325.927734, 82.426
326.293945, 82.424
326.660156, 82.422
327.026367, 82.421
327.392578, 82.419
327.758789, 82.417
328.125000, 82.416
328.491211, 82.414
328.857422, 82.412
329.223633, 82.410
329.589844, 82.409
329.956055, 82.407
330.322266, 82.405
330.688477, 82.404
331.054688, 82.402
331.420898, 82.400
331.787109, 82.398
332.153320, 82.397
332.519531, 82.395
332.885742, 82.393
333.251953, 82.392
333.618164, 82.390
333.984375, 82.388
334.350586, 82.387
334.716797, 82.385
335.083008, 82.383
335.449219, 82.381
335.815430, 82.380
336.181641, 82.378
336.547852, 82.376
336.914062, 82.375
337.280273, 82.373
337.646484, 82.371
338.012695, 82.370
338.378906, 82.368
338.745117, 82.366
339.111328, 82.365
339.477539, 82.363
339.843750, 82.362
340.209961, 82.360
340.576172, 82.358
340.942383, 82.357
341.308594, 82.355
341.674805, 82.353
342.041016, 82.352
342.407227, 82.350
342.773438, 82.349
343.139648, 82.347
343.505859, 82.346
343.872070, 82.344
344.238281, 82.342
344.604492, 82.341
344.970703, 82.339
345.336914, 82.338
345.703125, 82.336
346.069336, 82.335
346.435547, 82.333
346.801758, 82.332
347.167969, 82.330
347.534180, 82.329
347.900391, 82.327
348.266602, 82.326
348.632812, 82.324
348.999023, 82.323
349.365234, 82.321
349.731445, 82.320
350.097656, 82.318
350.463867, 82.317
350.830078, 82.315
351.196289, 82.314
351.562500, 82.313
351.928711, 82.311
352.294922, 82.310
352.661133, 82.308
353.027344, 82.307
353.393555, 82.305
353.759766, 82.304
354.125977, 82.303
354.492188, 82.301
354.858398, 82.300
355.224609, 82.298
355.590820, 82.297
355.957031, 82.295
356.323242, 82.294
356.689453, 82.293
357.055664, 82.291
357.421875, 82.290
357.788086, 82.288
358.154297, 82.287
358.520508, 82.286
358.886719, 82.284
359.252930, 82.283
